,Section,Instruction Mode,Class No,Enroll Stat,Open Seats,Wait List,Hour
4102800,011 (DIS),In Person,22551,Open,1,-1,2021-11-29 23:00:00
4102801,012 (DIS),In Person,23854,Open,17,-1,2021-11-29 23:00:00
4102802,013 (DIS),In Person,23855,Open,10,-1,2021-11-29 23:00:00
4102803,014 (DIS),In Person,26935,Open,9,-1,2021-11-29 23:00:00
4102804,015 (DIS),In Person,26936,Open,18,-1,2021-11-29 23:00:00
4102805,016 (DIS),In Person,26937,Open,11,-1,2021-11-29 23:00:00
4115855,001 (LEC),In Person,26932,Open,33,-1,2021-11-30 00:00:00
4115856,002 (LEC),In Person,24565,Open,25,-1,2021-11-30 00:00:00
4115857,011 (DIS),In Person,22551,Closed,0,-1,2021-11-30 00:00:00
4115858,012 (DIS),In Person,23854,Open,16,-1,2021-11-30 00:00:00
4115859,013 (DIS),In Person,23855,Open,8,-1,2021-11-30 00:00:00
4115860,014 (DIS),In Person,26935,Open,6,-1,2021-11-30 00:00:00
4115861,015 (DIS),In Person,26936,Open,17,-1,2021-11-30 00:00:00
4115862,016 (DIS),In Person,26937,Open,11,-1,2021-11-30 00:00:00
4125931,001 (LEC),In Person,26932,Open,33,1,2021-11-30 01:00:00
4125932,002 (LEC),In Person,24565,Open,24,-1,2021-11-30 01:00:00
4125933,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 01:00:00
4125934,012 (DIS),In Person,23854,Open,15,-1,2021-11-30 01:00:00
4125935,013 (DIS),In Person,23855,Open,8,-1,2021-11-30 01:00:00
4125936,014 (DIS),In Person,26935,Open,6,-1,2021-11-30 01:00:00
4125937,015 (DIS),In Person,26936,Open,17,-1,2021-11-30 01:00:00
4125938,016 (DIS),In Person,26937,Open,11,-1,2021-11-30 01:00:00
4141263,001 (LEC),In Person,26932,Open,32,1,2021-11-30 03:00:00
4141264,002 (LEC),In Person,24565,Open,25,-1,2021-11-30 03:00:00
4141265,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 03:00:00
4141266,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 03:00:00
4141267,013 (DIS),In Person,23855,Open,8,-1,2021-11-30 03:00:00
4141268,014 (DIS),In Person,26935,Open,6,-1,2021-11-30 03:00:00
4141269,015 (DIS),In Person,26936,Open,17,-1,2021-11-30 03:00:00
4141270,016 (DIS),In Person,26937,Open,12,-1,2021-11-30 03:00:00
4154350,001 (LEC),In Person,26932,Open,32,1,2021-11-30 04:00:00
4154351,002 (LEC),In Person,24565,Open,25,-1,2021-11-30 04:00:00
4154352,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 04:00:00
4154353,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 04:00:00
4154354,013 (DIS),In Person,23855,Open,8,-1,2021-11-30 04:00:00
4154355,014 (DIS),In Person,26935,Open,6,-1,2021-11-30 04:00:00
4154356,015 (DIS),In Person,26936,Open,17,-1,2021-11-30 04:00:00
4154357,016 (DIS),In Person,26937,Open,12,-1,2021-11-30 04:00:00
4172495,001 (LEC),In Person,26932,Open,32,1,2021-11-30 05:00:00
4172496,002 (LEC),In Person,24565,Open,25,-1,2021-11-30 05:00:00
4172497,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 05:00:00
4172498,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 05:00:00
4172499,013 (DIS),In Person,23855,Open,8,-1,2021-11-30 05:00:00
4172500,014 (DIS),In Person,26935,Open,6,-1,2021-11-30 05:00:00
4172501,015 (DIS),In Person,26936,Open,17,-1,2021-11-30 05:00:00
4172502,016 (DIS),In Person,26937,Open,12,-1,2021-11-30 05:00:00
4186453,001 (LEC),In Person,26932,Open,32,1,2021-11-30 07:00:00
4186454,002 (LEC),In Person,24565,Open,22,-1,2021-11-30 07:00:00
4186455,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 07:00:00
4186456,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 07:00:00
4186457,013 (DIS),In Person,23855,Open,7,-1,2021-11-30 07:00:00
4186458,014 (DIS),In Person,26935,Open,5,-1,2021-11-30 07:00:00
4186459,015 (DIS),In Person,26936,Open,16,-1,2021-11-30 07:00:00
4186460,016 (DIS),In Person,26937,Open,12,-1,2021-11-30 07:00:00
4198970,001 (LEC),In Person,26932,Open,32,1,2021-11-30 08:00:00
4198971,002 (LEC),In Person,24565,Open,22,-1,2021-11-30 08:00:00
4198972,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 08:00:00
4198973,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 08:00:00
4198974,013 (DIS),In Person,23855,Open,7,-1,2021-11-30 08:00:00
4198975,014 (DIS),In Person,26935,Open,5,-1,2021-11-30 08:00:00
4198976,015 (DIS),In Person,26936,Open,16,-1,2021-11-30 08:00:00
4198977,016 (DIS),In Person,26937,Open,12,-1,2021-11-30 08:00:00
4209495,001 (LEC),In Person,26932,Open,32,1,2021-11-30 09:00:00
4209496,002 (LEC),In Person,24565,Open,22,-1,2021-11-30 09:00:00
4209497,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 09:00:00
4209498,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 09:00:00
4209499,013 (DIS),In Person,23855,Open,7,-1,2021-11-30 09:00:00
4209500,014 (DIS),In Person,26935,Open,5,-1,2021-11-30 09:00:00
4209501,015 (DIS),In Person,26936,Open,16,-1,2021-11-30 09:00:00
4209502,016 (DIS),In Person,26937,Open,12,-1,2021-11-30 09:00:00
4221916,001 (LEC),In Person,26932,Open,32,1,2021-11-30 11:00:00
4221917,002 (LEC),In Person,24565,Open,22,-1,2021-11-30 11:00:00
4221918,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 11:00:00
4221919,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 11:00:00
4221920,013 (DIS),In Person,23855,Open,7,-1,2021-11-30 11:00:00
4221921,014 (DIS),In Person,26935,Open,5,-1,2021-11-30 11:00:00
4221922,015 (DIS),In Person,26936,Open,16,-1,2021-11-30 11:00:00
4221923,016 (DIS),In Person,26937,Open,12,-1,2021-11-30 11:00:00
4233123,001 (LEC),In Person,26932,Open,32,1,2021-11-30 12:00:00
4233124,002 (LEC),In Person,24565,Open,22,-1,2021-11-30 12:00:00
4233125,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 12:00:00
4233126,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 12:00:00
4233127,013 (DIS),In Person,23855,Open,7,-1,2021-11-30 12:00:00
4233128,014 (DIS),In Person,26935,Open,5,-1,2021-11-30 12:00:00
4233129,015 (DIS),In Person,26936,Open,16,-1,2021-11-30 12:00:00
4233130,016 (DIS),In Person,26937,Open,12,-1,2021-11-30 12:00:00
4247342,001 (LEC),In Person,26932,Open,32,1,2021-11-30 13:00:00
4247343,002 (LEC),In Person,24565,Open,21,-1,2021-11-30 13:00:00
4247344,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 13:00:00
4247345,012 (DIS),In Person,23854,Open,13,-1,2021-11-30 13:00:00
4247346,013 (DIS),In Person,23855,Open,7,-1,2021-11-30 13:00:00
4247347,014 (DIS),In Person,26935,Open,5,-1,2021-11-30 13:00:00
4247348,015 (DIS),In Person,26936,Open,16,-1,2021-11-30 13:00:00
4247349,016 (DIS),In Person,26937,Open,11,-1,2021-11-30 13:00:00
4261455,001 (LEC),In Person,26932,Open,23,1,2021-11-30 15:00:00
4261456,002 (LEC),In Person,24565,Open,14,-1,2021-11-30 15:00:00
4261457,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 15:00:00
4261458,012 (DIS),In Person,23854,Open,9,-1,2021-11-30 15:00:00
4261459,013 (DIS),In Person,23855,Open,5,-1,2021-11-30 15:00:00
4261460,014 (DIS),In Person,26935,Open,2,-1,2021-11-30 15:00:00
4261461,015 (DIS),In Person,26936,Open,13,-1,2021-11-30 15:00:00
4261462,016 (DIS),In Person,26937,Open,7,-1,2021-11-30 15:00:00
4280158,001 (LEC),In Person,26932,Open,21,3,2021-11-30 16:00:00
4280159,002 (LEC),In Person,24565,Open,11,-1,2021-11-30 16:00:00
4280160,011 (DIS),In Person,22551,Closed,0,3,2021-11-30 16:00:00
4280161,012 (DIS),In Person,23854,Open,7,-1,2021-11-30 16:00:00
4280162,013 (DIS),In Person,23855,Open,5,-1,2021-11-30 16:00:00
4280163,014 (DIS),In Person,26935,Open,2,-1,2021-11-30 16:00:00
4280164,015 (DIS),In Person,26936,Open,12,-1,2021-11-30 16:00:00
4280165,016 (DIS),In Person,26937,Open,5,-1,2021-11-30 16:00:00
4292232,001 (LEC),In Person,26932,Open,15,1,2021-11-30 17:00:00
4292233,002 (LEC),In Person,24565,Open,8,-1,2021-11-30 17:00:00
4292234,011 (DIS),In Person,22551,Closed,0,1,2021-11-30 17:00:00
4292235,012 (DIS),In Person,23854,Open,6,-1,2021-11-30 17:00:00
4292236,013 (DIS),In Person,23855,Closed,0,-1,2021-11-30 17:00:00
4292237,014 (DIS),In Person,26935,Open,3,-1,2021-11-30 17:00:00
4292238,015 (DIS),In Person,26936,Open,11,-1,2021-11-30 17:00:00
4292239,016 (DIS),In Person,26937,Open,2,-1,2021-11-30 17:00:00
4308429,001 (LEC),In Person,26932,Open,9,2,2021-11-30 19:00:00
4308430,002 (LEC),In Person,24565,Open,1,1,2021-11-30 19:00:00
4308431,011 (DIS),In Person,22551,Closed,0,3,2021-11-30 19:00:00
4308432,012 (DIS),In Person,23854,Closed,0,-1,2021-11-30 19:00:00
4308433,013 (DIS),In Person,23855,Closed,0,-1,2021-11-30 19:00:00
4308434,014 (DIS),In Person,26935,Closed,0,-1,2021-11-30 19:00:00
4308435,015 (DIS),In Person,26936,Open,9,-1,2021-11-30 19:00:00
4308436,016 (DIS),In Person,26937,Closed,0,-1,2021-11-30 19:00:00
4318810,001 (LEC),In Person,26932,Open,2,4,2021-11-30 21:00:00
4318811,002 (LEC),In Person,24565,Closed,0,1,2021-11-30 21:00:00
4318812,011 (DIS),In Person,22551,Closed,0,2,2021-11-30 21:00:00
4318813,012 (DIS),In Person,23854,Closed,0,-1,2021-11-30 21:00:00
4318814,013 (DIS),In Person,23855,Closed,0,-1,2021-11-30 21:00:00
4318815,014 (DIS),In Person,26935,Closed,0,2,2021-11-30 21:00:00
4318816,015 (DIS),In Person,26936,Closed,0,1,2021-11-30 21:00:00
4318817,016 (DIS),In Person,26937,Closed,0,-1,2021-11-30 21:00:00
4331563,001 (LEC),In Person,26932,Open,2,7,2021-11-30 22:00:00
4331564,002 (LEC),In Person,24565,Closed,0,1,2021-11-30 22:00:00
4331565,011 (DIS),In Person,22551,Closed,0,2,2021-11-30 22:00:00
4331566,012 (DIS),In Person,23854,Closed,0,1,2021-11-30 22:00:00
4331567,013 (DIS),In Person,23855,Closed,0,1,2021-11-30 22:00:00
4331568,014 (DIS),In Person,26935,Closed,0,2,2021-11-30 22:00:00
4331569,015 (DIS),In Person,26936,Closed,0,1,2021-11-30 22:00:00
4331570,016 (DIS),In Person,26937,Closed,0,1,2021-11-30 22:00:00
4344919,001 (LEC),In Person,26932,Open,2,12,2021-11-30 23:00:00
4344920,002 (LEC),In Person,24565,Closed,0,2,2021-11-30 23:00:00
4344921,011 (DIS),In Person,22551,Closed,0,5,2021-11-30 23:00:00
4344922,012 (DIS),In Person,23854,Closed,0,1,2021-11-30 23:00:00
4344923,013 (DIS),In Person,23855,Closed,0,2,2021-11-30 23:00:00
4344924,014 (DIS),In Person,26935,Closed,0,2,2021-11-30 23:00:00
4344925,015 (DIS),In Person,26936,Closed,0,2,2021-11-30 23:00:00
4344926,016 (DIS),In Person,26937,Closed,0,2,2021-11-30 23:00:00
4358709,001 (LEC),In Person,26932,Open,2,15,2021-12-01 01:00:00
4358710,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 01:00:00
4358711,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 01:00:00
4358712,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 01:00:00
4358713,013 (DIS),In Person,23855,Closed,0,2,2021-12-01 01:00:00
4358714,014 (DIS),In Person,26935,Closed,0,3,2021-12-01 01:00:00
4358715,015 (DIS),In Person,26936,Closed,0,3,2021-12-01 01:00:00
4358716,016 (DIS),In Person,26937,Closed,0,2,2021-12-01 01:00:00
4368784,001 (LEC),In Person,26932,Open,2,15,2021-12-01 02:00:00
4368785,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 02:00:00
4368786,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 02:00:00
4368787,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 02:00:00
4368788,013 (DIS),In Person,23855,Closed,0,2,2021-12-01 02:00:00
4368789,014 (DIS),In Person,26935,Closed,0,3,2021-12-01 02:00:00
4368790,015 (DIS),In Person,26936,Closed,0,3,2021-12-01 02:00:00
4368791,016 (DIS),In Person,26937,Closed,0,2,2021-12-01 02:00:00
4389003,001 (LEC),In Person,26932,Open,2,16,2021-12-01 03:00:00
4389004,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 03:00:00
4389005,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 03:00:00
4389006,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 03:00:00
4389007,013 (DIS),In Person,23855,Closed,0,2,2021-12-01 03:00:00
4389008,014 (DIS),In Person,26935,Closed,0,3,2021-12-01 03:00:00
4389009,015 (DIS),In Person,26936,Closed,0,3,2021-12-01 03:00:00
4389010,016 (DIS),In Person,26937,Closed,0,3,2021-12-01 03:00:00
4401685,001 (LEC),In Person,26932,Open,2,16,2021-12-01 05:00:00
4401686,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 05:00:00
4401687,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 05:00:00
4401688,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 05:00:00
4401689,013 (DIS),In Person,23855,Closed,0,2,2021-12-01 05:00:00
4401690,014 (DIS),In Person,26935,Closed,0,3,2021-12-01 05:00:00
4401691,015 (DIS),In Person,26936,Closed,0,3,2021-12-01 05:00:00
4401692,016 (DIS),In Person,26937,Closed,0,3,2021-12-01 05:00:00
4411832,001 (LEC),In Person,26932,Open,2,16,2021-12-01 07:00:00
4411833,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 07:00:00
4411834,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 07:00:00
4411835,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 07:00:00
4411836,013 (DIS),In Person,23855,Closed,0,2,2021-12-01 07:00:00
4411837,014 (DIS),In Person,26935,Closed,0,3,2021-12-01 07:00:00
4411838,015 (DIS),In Person,26936,Closed,0,3,2021-12-01 07:00:00
4411839,016 (DIS),In Person,26937,Closed,0,3,2021-12-01 07:00:00
4422491,001 (LEC),In Person,26932,Open,2,16,2021-12-01 08:00:00
4422492,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 08:00:00
4422493,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 08:00:00
4422494,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 08:00:00
4422495,013 (DIS),In Person,23855,Closed,0,2,2021-12-01 08:00:00
4422496,014 (DIS),In Person,26935,Closed,0,3,2021-12-01 08:00:00
4422497,015 (DIS),In Person,26936,Closed,0,3,2021-12-01 08:00:00
4422498,016 (DIS),In Person,26937,Closed,0,3,2021-12-01 08:00:00
4439940,001 (LEC),In Person,26932,Open,2,18,2021-12-01 10:00:00
4439941,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 10:00:00
4439942,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 10:00:00
4439943,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 10:00:00
4439944,013 (DIS),In Person,23855,Closed,0,3,2021-12-01 10:00:00
4439945,014 (DIS),In Person,26935,Closed,0,3,2021-12-01 10:00:00
4439946,015 (DIS),In Person,26936,Closed,0,4,2021-12-01 10:00:00
4439947,016 (DIS),In Person,26937,Closed,0,3,2021-12-01 10:00:00
4456208,001 (LEC),In Person,26932,Open,2,18,2021-12-01 11:00:00
4456209,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 11:00:00
4456210,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 11:00:00
4456211,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 11:00:00
4456212,013 (DIS),In Person,23855,Closed,0,3,2021-12-01 11:00:00
4456213,014 (DIS),In Person,26935,Closed,0,4,2021-12-01 11:00:00
4456214,015 (DIS),In Person,26936,Closed,0,3,2021-12-01 11:00:00
4456215,016 (DIS),In Person,26937,Closed,0,3,2021-12-01 11:00:00
4469447,001 (LEC),In Person,26932,Open,2,18,2021-12-01 12:00:00
4469448,002 (LEC),In Person,24565,Closed,0,2,2021-12-01 12:00:00
4469449,011 (DIS),In Person,22551,Closed,0,5,2021-12-01 12:00:00
4469450,012 (DIS),In Person,23854,Closed,0,2,2021-12-01 12:00:00
4469451,013 (DIS),In Person,23855,Closed,0,3,2021-12-01 12:00:00
4469452,014 (DIS),In Person,26935,Closed,0,4,2021-12-01 12:00:00
4469453,015 (DIS),In Person,26936,Closed,0,3,2021-12-01 12:00:00
4469454,016 (DIS),In Person,26937,Closed,0,3,2021-12-01 12:00:00
4477685,001 (LEC),In Person,26932,Open,2,21,2021-12-01 14:00:00
4477686,002 (LEC),In Person,24565,Closed,0,3,2021-12-01 14:00:00
4477687,011 (DIS),In Person,22551,Closed,0,6,2021-12-01 14:00:00
4477688,012 (DIS),In Person,23854,Closed,0,4,2021-12-01 14:00:00
4477689,013 (DIS),In Person,23855,Closed,0,3,2021-12-01 14:00:00
4477690,014 (DIS),In Person,26935,Closed,0,4,2021-12-01 14:00:00
4477691,015 (DIS),In Person,26936,Closed,0,4,2021-12-01 14:00:00
4477692,016 (DIS),In Person,26937,Closed,0,3,2021-12-01 14:00:00
4491967,001 (LEC),In Person,26932,Open,2,23,2021-12-01 15:00:00
4491968,002 (LEC),In Person,24565,Open,1,6,2021-12-01 15:00:00
4491969,011 (DIS),In Person,22551,Closed,0,7,2021-12-01 15:00:00
4491970,012 (DIS),In Person,23854,Closed,0,5,2021-12-01 15:00:00
4491971,013 (DIS),In Person,23855,Closed,0,4,2021-12-01 15:00:00
4491972,014 (DIS),In Person,26935,Closed,0,4,2021-12-01 15:00:00
4491973,015 (DIS),In Person,26936,Closed,0,5,2021-12-01 15:00:00
4491974,016 (DIS),In Person,26937,Closed,0,4,2021-12-01 15:00:00
4503434,001 (LEC),In Person,26932,Open,3,29,2021-12-01 17:00:00
4503435,002 (LEC),In Person,24565,Open,1,7,2021-12-01 17:00:00
4503436,011 (DIS),In Person,22551,Closed,0,9,2021-12-01 17:00:00
4503437,012 (DIS),In Person,23854,Closed,0,5,2021-12-01 17:00:00
4503438,013 (DIS),In Person,23855,Closed,0,6,2021-12-01 17:00:00
4503439,014 (DIS),In Person,26935,Closed,0,5,2021-12-01 17:00:00
4503440,015 (DIS),In Person,26936,Closed,0,6,2021-12-01 17:00:00
4503441,016 (DIS),In Person,26937,Closed,0,5,2021-12-01 17:00:00
4521307,001 (LEC),In Person,26932,Open,3,31,2021-12-01 18:00:00
4521308,002 (LEC),In Person,24565,Open,2,8,2021-12-01 18:00:00
4521309,011 (DIS),In Person,22551,Closed,0,9,2021-12-01 18:00:00
4521310,012 (DIS),In Person,23854,Closed,0,6,2021-12-01 18:00:00
4521311,013 (DIS),In Person,23855,Closed,0,6,2021-12-01 18:00:00
4521312,014 (DIS),In Person,26935,Closed,0,6,2021-12-01 18:00:00
4521313,015 (DIS),In Person,26936,Closed,0,6,2021-12-01 18:00:00
4521314,016 (DIS),In Person,26937,Closed,0,6,2021-12-01 18:00:00
4533319,001 (LEC),In Person,26932,Open,4,31,2021-12-01 20:00:00
4533320,002 (LEC),In Person,24565,Open,2,12,2021-12-01 20:00:00
4533321,011 (DIS),In Person,22551,Closed,0,9,2021-12-01 20:00:00
4533322,012 (DIS),In Person,23854,Closed,0,6,2021-12-01 20:00:00
4533323,013 (DIS),In Person,23855,Closed,0,8,2021-12-01 20:00:00
4533324,014 (DIS),In Person,26935,Closed,0,6,2021-12-01 20:00:00
4533325,015 (DIS),In Person,26936,Closed,0,7,2021-12-01 20:00:00
4533326,016 (DIS),In Person,26937,Closed,0,7,2021-12-01 20:00:00
4541818,001 (LEC),In Person,26932,Open,4,31,2021-12-01 21:00:00
4541819,002 (LEC),In Person,24565,Open,2,14,2021-12-01 21:00:00
4541820,011 (DIS),In Person,22551,Closed,0,10,2021-12-01 21:00:00
4541821,012 (DIS),In Person,23854,Closed,0,6,2021-12-01 21:00:00
4541822,013 (DIS),In Person,23855,Closed,0,8,2021-12-01 21:00:00
4541823,014 (DIS),In Person,26935,Closed,0,6,2021-12-01 21:00:00
4541824,015 (DIS),In Person,26936,Closed,0,7,2021-12-01 21:00:00
4541825,016 (DIS),In Person,26937,Closed,0,8,2021-12-01 21:00:00
4553478,001 (LEC),In Person,26932,Open,5,33,2021-12-01 23:00:00
4553479,002 (LEC),In Person,24565,Open,2,15,2021-12-01 23:00:00
4553480,011 (DIS),In Person,22551,Closed,0,10,2021-12-01 23:00:00
4553481,012 (DIS),In Person,23854,Closed,0,7,2021-12-01 23:00:00
4553482,013 (DIS),In Person,23855,Closed,0,8,2021-12-01 23:00:00
4553483,014 (DIS),In Person,26935,Closed,0,7,2021-12-01 23:00:00
4553484,015 (DIS),In Person,26936,Closed,0,7,2021-12-01 23:00:00
4553485,016 (DIS),In Person,26937,Closed,0,9,2021-12-01 23:00:00
4565325,001 (LEC),In Person,26932,Open,5,33,2021-12-02 00:00:00
4565326,002 (LEC),In Person,24565,Open,3,15,2021-12-02 00:00:00
4565327,011 (DIS),In Person,22551,Closed,0,10,2021-12-02 00:00:00
4565328,012 (DIS),In Person,23854,Closed,0,7,2021-12-02 00:00:00
4565329,013 (DIS),In Person,23855,Closed,0,8,2021-12-02 00:00:00
4565330,014 (DIS),In Person,26935,Closed,0,7,2021-12-02 00:00:00
4565331,015 (DIS),In Person,26936,Closed,0,7,2021-12-02 00:00:00
4565332,016 (DIS),In Person,26937,Closed,0,9,2021-12-02 00:00:00
4580422,001 (LEC),In Person,26932,Open,5,33,2021-12-02 02:00:00
4580423,002 (LEC),In Person,24565,Open,4,15,2021-12-02 02:00:00
4580424,011 (DIS),In Person,22551,Closed,0,10,2021-12-02 02:00:00
4580425,012 (DIS),In Person,23854,Closed,0,7,2021-12-02 02:00:00
4580426,013 (DIS),In Person,23855,Closed,0,8,2021-12-02 02:00:00
4580427,014 (DIS),In Person,26935,Closed,0,7,2021-12-02 02:00:00
4580428,015 (DIS),In Person,26936,Closed,0,7,2021-12-02 02:00:00
4580429,016 (DIS),In Person,26937,Closed,0,9,2021-12-02 02:00:00
4595039,001 (LEC),In Person,26932,Open,5,33,2021-12-02 03:00:00
4595040,002 (LEC),In Person,24565,Open,4,16,2021-12-02 03:00:00
4595041,011 (DIS),In Person,22551,Closed,0,10,2021-12-02 03:00:00
4595042,012 (DIS),In Person,23854,Closed,0,7,2021-12-02 03:00:00
4595043,013 (DIS),In Person,23855,Closed,0,8,2021-12-02 03:00:00
4595044,014 (DIS),In Person,26935,Closed,0,8,2021-12-02 03:00:00
4595045,015 (DIS),In Person,26936,Closed,0,7,2021-12-02 03:00:00
4595046,016 (DIS),In Person,26937,Closed,0,9,2021-12-02 03:00:00
4610418,001 (LEC),In Person,26932,Open,6,34,2021-12-02 05:00:00
4610419,002 (LEC),In Person,24565,Open,4,17,2021-12-02 05:00:00
4610420,011 (DIS),In Person,22551,Closed,0,10,2021-12-02 05:00:00
4610421,012 (DIS),In Person,23854,Closed,0,8,2021-12-02 05:00:00
4610422,013 (DIS),In Person,23855,Closed,0,8,2021-12-02 05:00:00
4610423,014 (DIS),In Person,26935,Closed,0,8,2021-12-02 05:00:00
4610424,015 (DIS),In Person,26936,Closed,0,7,2021-12-02 05:00:00
4610425,016 (DIS),In Person,26937,Closed,0,10,2021-12-02 05:00:00
4623146,001 (LEC),In Person,26932,Open,6,35,2021-12-02 06:00:00
4623147,002 (LEC),In Person,24565,Open,4,17,2021-12-02 06:00:00
4623148,011 (DIS),In Person,22551,Closed,0,10,2021-12-02 06:00:00
4623149,012 (DIS),In Person,23854,Closed,0,8,2021-12-02 06:00:00
4623150,013 (DIS),In Person,23855,Closed,0,8,2021-12-02 06:00:00
4623151,014 (DIS),In Person,26935,Closed,0,8,2021-12-02 06:00:00
4623152,015 (DIS),In Person,26936,Closed,0,8,2021-12-02 06:00:00
4623153,016 (DIS),In Person,26937,Closed,0,10,2021-12-02 06:00:00
4636316,001 (LEC),In Person,26932,Open,6,35,2021-12-02 07:00:00
4636317,002 (LEC),In Person,24565,Open,4,17,2021-12-02 07:00:00
4636318,011 (DIS),In Person,22551,Closed,0,10,2021-12-02 07:00:00
4636319,012 (DIS),In Person,23854,Closed,0,8,2021-12-02 07:00:00
4636320,013 (DIS),In Person,23855,Closed,0,8,2021-12-02 07:00:00
4636321,014 (DIS),In Person,26935,Closed,0,8,2021-12-02 07:00:00
4636322,015 (DIS),In Person,26936,Closed,0,8,2021-12-02 07:00:00
4636323,016 (DIS),In Person,26937,Closed,0,10,2021-12-02 07:00:00
4653838,001 (LEC),In Person,26932,Open,6,35,2021-12-02 08:00:00
4653839,002 (LEC),In Person,24565,Open,4,17,2021-12-02 08:00:00
4653840,011 (DIS),In Person,22551,Closed,0,10,2021-12-02 08:00:00
4653841,012 (DIS),In Person,23854,Closed,0,8,2021-12-02 08:00:00
4653842,013 (DIS),In Person,23855,Closed,0,8,2021-12-02 08:00:00
4653843,014 (DIS),In Person,26935,Closed,0,8,2021-12-02 08:00:00
4653844,015 (DIS),In Person,26936,Closed,0,8,2021-12-02 08:00:00
4653845,016 (DIS),In Person,26937,Closed,0,10,2021-12-02 08:00:00
4666831,001 (LEC),In Person,26932,Open,6,35,2021-12-02 09:00:00
4666832,002 (LEC),In Person,24565,Open,4,17,2021-12-02 09:00:00
4666833,011 (DIS),In Person,22551,Closed,0,10,2021-12-02 09:00:00
